,"Etat","Absence","CESP","Etudiant","Voeu","Rang","Subdivision","Discipline","Désir (non officiel)","Offre","SubDis"
7535,"affecté","","","7426","1","422/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7536,"affecté","","","7427","1","70/85","NICE","Discipline : MÉDECINE générale","","85","[036011]"
7537,"affecté","","","7428","1","71/85","NICE","Discipline : MÉDECINE générale","","85","[036011]"
7538,"affecté","absence","","7429","1","423/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7539,"affecté","absence","","7430","1","60/86","CLERMONT-FERRAND","Discipline : MÉDECINE générale","","86","[038011]"
7540,"affecté","","","7431","2","96/124","POITIERS","Discipline : MÉDECINE générale","","124","[031011]"
7541,"ESSA","","","7432","","","","pas de procédure CELINE car Etudiant du Service de Santé des Armées","","",""
7542,"affecté","","","7433","1","424/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7543,"affecté","","","7434","1","425/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7544,"affecté","","","7435","1","2/4","CLERMONT-FERRAND","Discipline : BIOLOGIE médicale","","4","[038003]"
7545,"affecté","","","7436","1","74/84","SAINT ETIENNE","Discipline : MÉDECINE générale","","84","[027011]"
7546,"affecté","","","7437","1","66/104","ROUEN","Discipline : MÉDECINE générale","","104","[024011]"
7547,"affecté","","","7438","1","426/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7548,"affecté","","","7439","1","427/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7549,"affecté","","","7440","1","75/84","SAINT ETIENNE","Discipline : MÉDECINE générale","","84","[027011]"
7550,"affecté","","","7441","2","92/114","ANGERS","Discipline : MÉDECINE générale","","114","[028011]"
7551,"affecté","absence","","7442","1","8/18","CLERMONT-FERRAND","Discipline : PSYCHIATRIE","","18","[038010]"
7552,"invalidé","","","7443","","","","pas de procédure CELINE car 2Ã¨me cycle non validé","","",""
7553,"affecté","","","7444","1","10/20","ROUEN","Discipline : PSYCHIATRIE","","20","[024010]"
7554,"affecté","","","7445","1","428/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7555,"invalidé","","","7446","","","","pas de procédure CELINE car 2Ã¨me cycle non validé","","",""
7556,"affecté","","","7447","1","52/73","AMIENS","Discipline : MÉDECINE générale","","73","[021011]"
7557,"affecté","","","7448","1","72/85","NICE","Discipline : MÉDECINE générale","","85","[036011]"
7558,"affecté","","","7449","1","15/20","POITIERS","Discipline : PSYCHIATRIE","","20","[031010]"
7559,"affecté","","","7450","1","76/84","SAINT ETIENNE","Discipline : MÉDECINE générale","","84","[027011]"
7560,"invalidé","","","7451","","","","pas de procédure CELINE car 2Ã¨me cycle non validé","","",""
7561,"affecté","","","7452","1","1/6","REIMS","Discipline : MÉDECINE du Travail","","6","[019006]"
7562,"affecté","","","7453","1","201/240","LILLE","Discipline : MÉDECINE générale","","240","[023011]"
7563,"affecté","","","7454","1","1/2","SAINT ETIENNE","Discipline : MÉDECINE du Travail","","2","[027006]"
7564,"invalidé","","","7455","","","","pas de procédure CELINE car 2Ã¨me cycle non validé","","",""
7565,"invalidé","","","7456","","","","pas de procédure CELINE car 2Ã¨me cycle non validé","","",""
7566,"affecté","","","7457","1","120/141","STRASBOURG","Discipline : MÉDECINE générale","","141","[020011]"
7567,"affecté","","","7458","11","429/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7568,"affecté","","","7459","1","50/95","REIMS","Discipline : MÉDECINE générale","","95","[019011]"
7569,"invalidé","","","7460","","","","pas de procédure CELINE car 2Ã¨me cycle non validé","","",""
7570,"affecté","","","7461","1","16/20","POITIERS","Discipline : PSYCHIATRIE","","20","[031010]"
7571,"affecté","","","7462","1","9/11","ANGERS","Discipline : PSYCHIATRIE","","11","[028010]"
7572,"affecté","","","7463","1","430/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7573,"affecté","","","7464","1","61/86","CLERMONT-FERRAND","Discipline : MÉDECINE générale","","86","[038011]"
7574,"affecté","","","7465","1","53/73","AMIENS","Discipline : MÉDECINE générale","","73","[021011]"
7575,"affecté","","","7466","1","158/225","AIX MARSEILLE","Discipline : MÉDECINE générale","","225","[034011]"
7576,"affecté","","","7467","1","60/94","CAEN","Discipline : MÉDECINE générale","","94","[022011]"
7577,"affecté","","","7468","1","202/240","LILLE","Discipline : MÉDECINE générale","","240","[023011]"
7578,"affecté","absence","","7469","8","159/225","AIX MARSEILLE","Discipline : MÉDECINE générale","","225","[034011]"
7579,"affecté","","CESP","7470","1","4/6","ROUEN","Discipline : MÉDECINE générale","","6",""
7580,"affecté","","","7471","28","73/85","NICE","Discipline : MÉDECINE générale","","85","[036011]"
7581,"affecté","","","7472","1","71/94","BREST","Discipline : MÉDECINE générale","","94","[029011]"
7582,"ESSA","","","7473","","","","pas de procédure CELINE car Etudiant du Service de Santé des Armées","","",""
7583,"affecté","","","7474","4","3/3","TOURS","Discipline : SANTÉ PUBLIQUE","","3","[033007]"
7584,"affecté","","","7475","2","431/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7585,"affecté","","","7476","28","432/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7586,"affecté","","","7477","1","61/94","CAEN","Discipline : MÉDECINE générale","","94","[022011]"
7587,"affecté","","","7478","1","97/124","POITIERS","Discipline : MÉDECINE générale","","124","[031011]"
7588,"affecté","","","7479","1","160/225","AIX MARSEILLE","Discipline : MÉDECINE générale","","225","[034011]"
7589,"affecté","","","7480","1","37/54","LIMOGES","Discipline : MÉDECINE générale","","54","[039011]"
7590,"affecté","","","7481","1","13/13","STRASBOURG","Discipline : PSYCHIATRIE","","13","[020010]"
7591,"affecté","absence","","7482","1","51/95","REIMS","Discipline : MÉDECINE générale","","95","[019011]"
7592,"affecté","absence","","7483","1","72/94","BREST","Discipline : MÉDECINE générale","","94","[029011]"
7593,"affecté","","","7484","1","74/85","NICE","Discipline : MÉDECINE générale","","85","[036011]"
7594,"affecté","absence","","7485","1","121/141","STRASBOURG","Discipline : MÉDECINE générale","","141","[020011]"
7595,"affecté","","","7486","1","2/3","SAINT ETIENNE","Discipline : BIOLOGIE médicale","","3","[027003]"
7596,"affecté","","","7487","1","93/114","ANGERS","Discipline : MÉDECINE générale","","114","[028011]"
7597,"affecté","","","7488","2","98/124","POITIERS","Discipline : MÉDECINE générale","","124","[031011]"
7598,"affecté","","","7489","1","4/4","ROUEN","Discipline : BIOLOGIE médicale","","4","[024003]"
7600,"affecté","","","7491","1","161/225","AIX MARSEILLE","Discipline : MÉDECINE générale","","225","[034011]"
7601,"affecté","","","7492","3","94/114","ANGERS","Discipline : MÉDECINE générale","","114","[028011]"
7602,"affecté","","","7493","1","203/240","LILLE","Discipline : MÉDECINE générale","","240","[023011]"
7603,"affecté","absence","","7494","1","1/7","BREST","Discipline : MÉDECINE du Travail","","7","[029006]"
7604,"affecté","","","7495","1","95/114","ANGERS","Discipline : MÉDECINE générale","","114","[028011]"
7605,"affecté","","","7496","1","122/141","STRASBOURG","Discipline : MÉDECINE générale","","141","[020011]"
7606,"affecté","","CESP","7497","1","1/1","AMIENS","Spécialité médicale : Dermatologie et vénérologie","","1",""
7607,"affecté","","","7498","1","73/94","BREST","Discipline : MÉDECINE générale","","94","[029011]"
7608,"affecté","","","4260","1","75/85","NICE","Discipline : MÉDECINE générale","","85","[036011]"
7609,"affecté","absence","","7499","1","62/94","CAEN","Discipline : MÉDECINE générale","","94","[022011]"
7610,"affecté","","","7500","3","76/85","NICE","Discipline : MÉDECINE générale","","85","[036011]"
7611,"affecté","","","7501","1","66/79","BESANCON","Discipline : MÉDECINE générale","","79","[016011]"
7612,"affecté","","","7502","1","433/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7613,"affecté","","","7503","1","96/114","ANGERS","Discipline : MÉDECINE générale","","114","[028011]"
7614,"affecté","","","7504","1","62/86","CLERMONT-FERRAND","Discipline : MÉDECINE générale","","86","[038011]"
7615,"affecté","","","7505","1","434/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7616,"affecté","","","7506","1","162/225","AIX MARSEILLE","Discipline : MÉDECINE générale","","225","[034011]"
7617,"affecté","","","7507","1","435/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7618,"affecté","","","7508","1","163/225","AIX MARSEILLE","Discipline : MÉDECINE générale","","225","[034011]"
7619,"affecté","","","7509","1","7/14","BESANCON","Discipline : PSYCHIATRIE","","14","[016010]"
7620,"invalidé","","","7510","","","","pas de procédure CELINE car 2Ã¨me cycle non validé","","",""
7621,"invalidé","","","7511","","","","pas de procédure CELINE car 2Ã¨me cycle non validé","","",""
7622,"affecté","","","7512","1","62/93","TOURS","Discipline : MÉDECINE générale","","93","[033011]"
7623,"affecté","","","7513","1","99/124","POITIERS","Discipline : MÉDECINE générale","","124","[031011]"
7624,"ESSA","","","7514","","","","pas de procédure CELINE car Etudiant du Service de Santé des Armées","","",""
7625,"affecté","","","7515","1","63/86","CLERMONT-FERRAND","Discipline : MÉDECINE générale","","86","[038011]"
7626,"affecté","","","7516","1","97/114","ANGERS","Discipline : MÉDECINE générale","","114","[028011]"
7627,"ESSA","","","7517","","","","pas de procédure CELINE car Etudiant du Service de Santé des Armées","","",""
7628,"affecté","","","7518","1","100/124","POITIERS","Discipline : MÉDECINE générale","","124","[031011]"
7629,"affecté","","","7519","1","7/8","TOULOUSE","Discipline : BIOLOGIE médicale","","8","[040003]"
7630,"affecté","","","7520","1","101/124","POITIERS","Discipline : MÉDECINE générale","","124","[031011]"
7631,"affecté","","","6299","1","102/124","POITIERS","Discipline : MÉDECINE générale","","124","[031011]"
7632,"affecté","","","7521","1","63/94","CAEN","Discipline : MÉDECINE générale","","94","[022011]"
7633,"affecté","","","7522","1","67/79","BESANCON","Discipline : MÉDECINE générale","","79","[016011]"
7634,"affecté","","","7523","1","98/114","ANGERS","Discipline : MÉDECINE générale","","114","[028011]"
7635,"affecté","","","7524","1","77/84","SAINT ETIENNE","Discipline : MÉDECINE générale","","84","[027011]"
7636,"affecté","absence","","7525","1","77/85","NICE","Discipline : MÉDECINE générale","","85","[036011]"
7637,"affecté","","","7526","1","4/13","AMIENS","Discipline : PSYCHIATRIE","","13","[021010]"
7638,"affecté","absence","","7527","1","64/86","CLERMONT-FERRAND","Discipline : MÉDECINE générale","","86","[038011]"
7639,"affecté","","","7528","1","436/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7640,"affecté","","CESP","7529","1","1/1","TOURS","Discipline : PSYCHIATRIE","","1",""
7641,"affecté","absence","","7530","1","91/126","NANCY","Discipline : MÉDECINE générale","","126","[018011]"
7642,"affecté","","","7531","1","63/93","TOURS","Discipline : MÉDECINE générale","","93","[033011]"
7643,"affecté","","","7532","1","437/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7644,"affecté","","","7533","3","123/141","STRASBOURG","Discipline : MÉDECINE générale","","141","[020011]"
7645,"affecté","","","7534","1","54/73","AMIENS","Discipline : MÉDECINE générale","","73","[021011]"
7646,"invalidé","","","7535","","","","pas de procédure CELINE car 2Ã¨me cycle non validé","","",""
7647,"affecté","","","7536","2","5/13","AMIENS","Discipline : PSYCHIATRIE","","13","[021010]"
7648,"affecté","absence","","7537","1","64/93","TOURS","Discipline : MÉDECINE générale","","93","[033011]"
7649,"invalidé","","","7538","","","","pas de procédure CELINE car 2Ã¨me cycle non validé","","",""
7650,"affecté","absence","","7539","1","11/20","ROUEN","Discipline : PSYCHIATRIE","","20","[024010]"
7651,"affecté","","","7540","1","4/4","LILLE","Discipline : SANTÉ PUBLIQUE","","4","[023007]"
7652,"affecté","","","7541","1","74/94","BREST","Discipline : MÉDECINE générale","","94","[029011]"
7653,"affecté","","","7542","1","52/100","DIJON","Discipline : MÉDECINE générale","","100","[017011]"
7654,"affecté","","","7543","3","78/84","SAINT ETIENNE","Discipline : MÉDECINE générale","","84","[027011]"
7655,"affecté","","","7544","1","67/104","ROUEN","Discipline : MÉDECINE générale","","104","[024011]"
7656,"affecté","","","7545","1","65/86","CLERMONT-FERRAND","Discipline : MÉDECINE générale","","86","[038011]"
7657,"affecté","absence","","7546","1","99/114","ANGERS","Discipline : MÉDECINE générale","","114","[028011]"
7658,"affecté","","","7547","1","438/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7659,"affecté","absence","","7548","1","124/141","STRASBOURG","Discipline : MÉDECINE générale","","141","[020011]"
7660,"affecté","","","7549","1","125/141","STRASBOURG","Discipline : MÉDECINE générale","","141","[020011]"
7661,"affecté","","","7550","1","5/5","AIX MARSEILLE","Discipline : BIOLOGIE médicale","","5","[034003]"
7662,"affecté","","","7551","1","164/225","AIX MARSEILLE","Discipline : MÉDECINE générale","","225","[034011]"
7663,"affecté","","","7552","1","75/94","BREST","Discipline : MÉDECINE générale","","94","[029011]"
7664,"affecté","","","2365","1","76/94","BREST","Discipline : MÉDECINE générale","","94","[029011]"
7665,"affecté","absence","","7553","1","79/84","SAINT ETIENNE","Discipline : MÉDECINE générale","","84","[027011]"
7666,"affecté","","","7554","2","439/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7667,"affecté","","","7555","1","440/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
7668,"affecté","","","7556","1","64/94","CAEN","Discipline : MÉDECINE générale","","94","[022011]"
7669,"affecté","absence","","7557","2","1/2","RENNES","Discipline : SANTÉ PUBLIQUE","","2","[032007]"
7670,"affecté","","","7558","1","68/79","BESANCON","Discipline : MÉDECINE générale","","79","[016011]"
7671,"affecté","","","7559","1","204/240","LILLE","Discipline : MÉDECINE générale","","240","[023011]"
7672,"affecté","","","7560","1","103/124","POITIERS","Discipline : MÉDECINE générale","","124","[031011]"
7673,"affecté","","","7561","1","205/240","LILLE","Discipline : MÉDECINE générale","","240","[023011]"
7674,"affecté","","","7562","1","104/124","POITIERS","Discipline : MÉDECINE générale","","124","[031011]"
7675,"affecté","","","7563","2","68/104","ROUEN","Discipline : MÉDECINE générale","","104","[024011]"
7676,"affecté","","","7564","5","7/11","TOURS","Discipline : PSYCHIATRIE","","11","[033010]"
7677,"affecté","absence","","7565","1","65/94","CAEN","Discipline : MÉDECINE générale","","94","[022011]"
