;Etat;Absence;CESP;Etudiant;Voeu;Rang;Subdivision;Discipline;Désir (non officiel);Offre;SubDis;;
6965;simulé;;;6922;1;;ILE DE FRANCE;Discipline : PSYCHIATRIE;;102;[015010];;
6966;rien;;;6923;;;;car aucun vœu;;;;;
6967;simulé;;;6924;1;;POITIERS;Spécialité médicale : Génétique médicale;;1;[031017];;
6968;rien;;;6925;;;;car aucun vœu;;;;;
6969;simulé;;;6926;1;;SAINT ETIENNE;Discipline : PSYCHIATRIE;;9;[027010];;
6970;simulé;;;6927;1;;NANCY;Discipline : PSYCHIATRIE;;18;[018010];;
6971;simulé;;CESP;6928;1;;GRENOBLE;Discipline : MÉDECINE générale;;3;;;
6972;simulé;;;6929;11;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
6973;simulé;absence;;6930;1;;LYON;Discipline : MÉDECINE du Travail;;7;[026006];;
6974;simulé;;;6931;2;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
6975;simulé;;;6932;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
6976;simulé;;;6933;2;;TOULOUSE;Discipline : PSYCHIATRIE;;24;[040010];;
6977;invalidé;;;6934;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
6978;simulé;;;6935;1;;BESANCON;Discipline : MÉDECINE générale;;79;[016011];;
6979;simulé;;;6936;1;;ANTILLES-GUYANE;Discipline : MÉDECINE générale;;63;[041011];;
6980;simulé;;;6937;1;;BESANCON;Discipline : MÉDECINE générale;;79;[016011];;
6981;simulé;;;6938;3;;ROUEN;Discipline : MÉDECINE générale;;104;[024011];;
6982;simulé;;;6939;1;;ILE DE FRANCE;Discipline : PSYCHIATRIE;;102;[015010];;
6983;simulé;;;6940;2;;SAINT ETIENNE;Discipline : MÉDECINE générale;;84;[027011];;
6984;simulé;;;6941;2;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
6985;simulé;;;6942;1;;POITIERS;Discipline : MÉDECINE générale;;124;[031011];;
6986;simulé;;;6943;1;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
6987;simulé;;;6944;1;;ANGERS;Discipline : MÉDECINE générale;;114;[028011];;
6988;simulé;;;6945;1;;ANTILLES-GUYANE;Discipline : MÉDECINE générale;;63;[041011];;
6989;simulé;;;6946;1;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
6990;simulé;;CESP;6947;1;;LIMOGES;Spécialité médicale : Radiodiagnostic et imagerie médicale;;1;;;
6991;simulé;;;6948;1;;GRENOBLE;Discipline : SANTÉ PUBLIQUE;;3;[025007];;
6992;simulé;;;6949;1;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
6993;rien;;;6950;;;;car aucun vœu;;;;;
6994;simulé;;;6951;1;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
6995;simulé;;;6952;1;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
6996;simulé;;;6953;1;;POITIERS;Discipline : PSYCHIATRIE;;20;[031010];;
6997;simulé;;;6954;11;;ROUEN;Spécialité médicale : Médecine physique et de réadaptation;;5;[024021];;
6998;simulé;;;6955;1;;SAINT ETIENNE;Discipline : MÉDECINE générale;;84;[027011];;
6999;simulé;;;6956;1;;TOULOUSE;Discipline : MÉDECINE du Travail;;8;[040006];;
7000;simulé;;;6957;1;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
7001;simulé;;;5385;1;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
7002;simulé;;;6958;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
7003;simulé;;;6959;1;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
7004;simulé;;;6960;1;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
7005;invalidé;;;6961;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
7006;simulé;;;6962;3;;ANGERS;Discipline : MÉDECINE générale;;114;[028011];;
7007;ESSA;;;6963;;;;pas de procédure CELINE car Etudiant du Service de Santé des Armées;;;;;
7008;simulé;;;6964;1;;CLERMONT-FERRAND;Discipline : MÉDECINE générale;;86;[038011];;
7009;simulé;;;6965;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
7010;simulé;;;6966;1;;ILE DE FRANCE;Discipline : PSYCHIATRIE;;102;[015010];;
7011;invalidé;;;6967;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
7012;simulé;;;6968;2;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
7013;simulé;;;6969;4;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
7014;simulé;;;6970;50;;ANGERS;Discipline : MÉDECINE générale;;114;[028011];;
7015;simulé;;;6971;1;;SAINT ETIENNE;Discipline : MÉDECINE générale;;84;[027011];;
7016;simulé;;CESP;6972;1;;ROUEN;Discipline : MÉDECINE générale;;6;;;
7017;simulé;;;6973;2;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
7018;simulé;;;6974;1;;BESANCON;Discipline : MÉDECINE générale;;79;[016011];;
7019;simulé;;;6975;2;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
7020;simulé;;;6976;1;;ILE DE FRANCE;Discipline : PSYCHIATRIE;;102;[015010];;
7021;simulé;;;6977;1;;AMIENS;Discipline : MÉDECINE générale;;73;[021011];;
7022;simulé;;;6978;4;;BREST;Discipline : MÉDECINE générale;;94;[029011];;
7023;simulé;;;6979;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
7024;simulé;;;6980;1;;REIMS;Discipline : MÉDECINE générale;;95;[019011];;
7025;simulé;;;6981;1;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
7026;simulé;;;6982;1;;RENNES;Discipline : PSYCHIATRIE;;11;[032010];;
7027;simulé;;;6983;26;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
7028;simulé;;;6984;1;;TOULOUSE;Discipline : PSYCHIATRIE;;24;[040010];;
7029;rien;;;6985;;;;car aucun vœu;;;;;
7030;simulé;;;6986;1;;TOULOUSE;Discipline : PSYCHIATRIE;;24;[040010];;
7031;simulé;;;6987;1;;LILLE;Spécialité médicale : Médecine physique et de réadaptation;;7;[023021];;
7032;simulé;;;6988;1;;CLERMONT-FERRAND;Discipline : MÉDECINE du Travail;;5;[038006];;
7033;simulé;;;6989;1;;CAEN;Discipline : MÉDECINE générale;;94;[022011];;
7034;simulé;;;6990;2;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
7035;simulé;;;6991;1;;SAINT ETIENNE;Discipline : MÉDECINE générale;;84;[027011];;
7036;simulé;;;6992;3;;ANGERS;Discipline : MÉDECINE générale;;114;[028011];;
7037;simulé;;;6993;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
7038;simulé;;;6994;1;;CLERMONT-FERRAND;Discipline : MÉDECINE générale;;86;[038011];;
7039;simulé;;;6995;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
7040;simulé;;;6996;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
7041;simulé;;;6997;1;;STRASBOURG;Discipline : PSYCHIATRIE;;13;[020010];;
7042;simulé;;;6998;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
7043;simulé;;;6999;2;;TOULOUSE;Discipline : PSYCHIATRIE;;24;[040010];;
7044;simulé;;;7000;1;;TOURS;Discipline : MÉDECINE générale;;93;[033011];;
7045;simulé;;CESP;7001;1;;LYON;Discipline : GYNÉCOLOGIE obstétrique;;2;;;
7046;rien;;;7002;;;;car aucun vœu;;;;;
7047;simulé;;;7003;1;;LIMOGES;Discipline : MÉDECINE générale;;54;[039011];;
7048;simulé;;;7004;71;;NANCY;Discipline : MÉDECINE générale;;126;[018011];;
7049;simulé;;;7005;2;;POITIERS;Discipline : MÉDECINE générale;;124;[031011];;
7050;simulé;;;7006;1;;SAINT ETIENNE;Discipline : MÉDECINE générale;;84;[027011];;
7051;simulé;;;7007;3;;BREST;Spécialité médicale : Médecine physique et de réadaptation;;2;[029021];;
7052;simulé;;CESP;7008;1;;POITIERS;Discipline : MÉDECINE générale;;4;;;
7053;simulé;;;7009;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
7054;simulé;;;7010;1;;NICE;Discipline : BIOLOGIE médicale;;2;[036003];;
7055;simulé;;;7011;1;;NANCY;Discipline : MÉDECINE du Travail;;7;[018006];;
7056;simulé;;;7012;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
7057;simulé;;;7013;1;;POITIERS;Discipline : MÉDECINE générale;;124;[031011];;
7058;simulé;;;7014;1;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
7059;simulé;;;7015;2;;POITIERS;Discipline : MÉDECINE générale;;124;[031011];;
7060;simulé;;;7016;1;;ROUEN;Discipline : MÉDECINE générale;;104;[024011];;
7061;simulé;;;7017;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
7062;simulé;;;7018;2;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
7063;simulé;;;7019;1;;AMIENS;Discipline : MÉDECINE générale;;73;[021011];;
7064;simulé;;;7020;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
7065;simulé;;;7021;1;;TOULOUSE;Discipline : MÉDECINE du Travail;;8;[040006];;
7066;simulé;;;7022;1;;REIMS;Discipline : MÉDECINE générale;;95;[019011];;
7067;simulé;;;7023;10;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
7068;ESSA;;;7024;;;;pas de procédure CELINE car Etudiant du Service de Santé des Armées;;;;;
7069;invalidé;;;7025;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
7070;simulé;;;7026;2;;AMIENS;Discipline : MÉDECINE générale;;73;[021011];;
7071;simulé;;;7027;2;;SAINT ETIENNE;Discipline : MÉDECINE générale;;84;[027011];;
7072;simulé;;;7028;1;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
7073;simulé;;;7029;1;;DIJON;Discipline : MÉDECINE générale;;100;[017011];;
7074;simulé;;;7030;3;;SAINT ETIENNE;Discipline : MÉDECINE générale;;84;[027011];;
7075;simulé;;;7031;1;;BREST;Discipline : MÉDECINE générale;;94;[029011];;
7076;simulé;;;7032;1;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
7077;simulé;;;7033;1;;CAEN;Discipline : BIOLOGIE médicale;;3;[022003];;
7078;simulé;;;7034;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
7079;simulé;;;7035;1;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
7080;simulé;;;7036;1;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
7081;rien;;;7037;;;;car aucun vœu;;;;;
7082;simulé;;;7038;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
7083;simulé;;;7039;1;;SAINT ETIENNE;Discipline : MÉDECINE générale;;84;[027011];;
7084;simulé;;;7040;2;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
7085;simulé;;;7041;1;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
7086;rien;;;7042;;;;car aucun vœu;;;;;
7087;simulé;;;7043;1;;RENNES;Discipline : BIOLOGIE médicale;;4;[032003];;
7088;simulé;;;7044;1;;SAINT ETIENNE;Discipline : MÉDECINE générale;;84;[027011];;
7089;simulé;;;7045;1;;DIJON;Discipline : MÉDECINE générale;;100;[017011];;
7090;simulé;;;7046;1;;ILE DE FRANCE;Discipline : MÉDECINE du Travail;;27;[015006];;
7091;simulé;;;7047;12;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
7092;simulé;;;7048;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
7093;simulé;;;7049;1;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
7094;ESSA;;;7050;;;;pas de procédure CELINE car Etudiant du Service de Santé des Armées;;;;;
7095;rien;;;7051;;;;car aucun vœu;;;;;
7096;simulé;;;7052;1;;BESANCON;Discipline : MÉDECINE générale;;79;[016011];;
7097;simulé;;;7053;4;;MONTPELLIER;Discipline : MÉDECINE du Travail;;1;[035006];;
7098;simulé;;;7054;1;;ANTILLES-GUYANE;Discipline : MÉDECINE générale;;63;[041011];;
7099;simulé;;;7055;1;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
7100;simulé;;;7056;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
7101;rien;;;7057;;;;car aucun vœu;;;;;
7102;simulé;;;7058;1;;BESANCON;Discipline : MÉDECINE générale;;79;[016011];;
7103;simulé;;;7059;1;;TOURS;Discipline : PSYCHIATRIE;;11;[033010];;
7104;simulé;;;7060;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
7105;ESSA;;;7061;;;;pas de procédure CELINE car Etudiant du Service de Santé des Armées;;;;;
7106;simulé;;;7062;2;;SAINT ETIENNE;Discipline : MÉDECINE générale;;84;[027011];;
7107;simulé;;;7063;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
7108;simulé;;;7064;2;;POITIERS;Discipline : MÉDECINE générale;;124;[031011];;
7109;simulé;;;7065;2;;CAEN;Discipline : MÉDECINE générale;;94;[022011];;
7110;simulé;;;7066;1;;ANGERS;Discipline : MÉDECINE générale;;114;[028011];;
7111;simulé;;;7067;1;;BREST;Discipline : MÉDECINE générale;;94;[029011];;
7112;simulé;;;7068;1;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
7113;simulé;;;7069;20;;BESANCON;Spécialité médicale : Médecine physique et de réadaptation;;3;[016021];;
7114;simulé;;;7070;1;;POITIERS;Discipline : PSYCHIATRIE;;20;[031010];;
7115;simulé;;;7071;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
7116;simulé;;;7072;1;;LIMOGES;Discipline : MÉDECINE générale;;54;[039011];;
7117;simulé;;;7073;4;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
7118;simulé;;;7074;1;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
7119;rien;absence;;7075;;;;car aucun vœu;;;;;
7120;simulé;;;7076;1;;SAINT ETIENNE;Discipline : MÉDECINE générale;;84;[027011];;
7121;simulé;;;7077;1;;ROUEN;Discipline : MÉDECINE générale;;104;[024011];;
7122;simulé;;;7078;1;;REIMS;Discipline : MÉDECINE générale;;95;[019011];;
7123;simulé;;;7079;1;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
7124;simulé;;;7080;1;;CAEN;Discipline : MÉDECINE générale;;94;[022011];;
7125;simulé;;;7081;1;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
7126;simulé;;;7082;1;;SAINT ETIENNE;Discipline : PSYCHIATRIE;;9;[027010];;
7127;simulé;;;7083;1;;LIMOGES;Discipline : BIOLOGIE médicale;;2;[039003];;
7128;rien;;;7084;;;;car aucun vœu;;;;;
7129;simulé;;;7085;5;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
7130;simulé;;;7086;3;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
7131;simulé;;;7087;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
7132;simulé;;;7088;26;;BREST;Discipline : MÉDECINE générale;;94;[029011];;
7133;simulé;;;7089;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
7134;simulé;;;7090;1;;DIJON;Discipline : MÉDECINE générale;;100;[017011];;
7135;simulé;;;7091;2;;POITIERS;Discipline : PSYCHIATRIE;;20;[031010];;
7136;rien;;;7092;;;;car aucun vœu;;;;;
7137;simulé;;;7093;1;;TOURS;Discipline : MÉDECINE générale;;93;[033011];;
7138;simulé;;;7094;1;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
7139;simulé;;;7095;3;;DIJON;Spécialité médicale : Médecine physique et de réadaptation;;3;[017021];;
7140;simulé;;;7096;1;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
7141;simulé;;;7097;1;;ANTILLES-GUYANE;Discipline : MÉDECINE du Travail;;1;[041006];;
7142;simulé;;;7098;1;;CAEN;Discipline : MÉDECINE générale;;94;[022011];;
7143;simulé;;;7099;1;;REIMS;Discipline : MÉDECINE générale;;95;[019011];;
7144;rien;;;7100;;;;car aucun vœu;;;;;
7145;simulé;;;7101;1;;SAINT ETIENNE;Discipline : MÉDECINE générale;;84;[027011];;
7146;simulé;;;7102;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
7147;simulé;;;7103;1;;NANCY;Discipline : MÉDECINE générale;;126;[018011];;
7148;simulé;;;7104;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
7149;simulé;;;7105;1;;NANCY;Discipline : MÉDECINE générale;;126;[018011];;
7150;simulé;;;7106;1;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
7151;simulé;;;7107;1;;AIX MARSEILLE;Discipline : PSYCHIATRIE;;25;[034010];;
7152;simulé;;;7108;4;;ANGERS;Discipline : PSYCHIATRIE;;11;[028010];;
7153;simulé;;;7109;1;;ANGERS;Discipline : MÉDECINE générale;;114;[028011];;
7154;simulé;;;7110;1;;ANTILLES-GUYANE;Discipline : MÉDECINE générale;;63;[041011];;
7155;simulé;;;7111;1;;BREST;Discipline : MÉDECINE générale;;94;[029011];;
7156;simulé;;;7112;1;;ROUEN;Discipline : MÉDECINE générale;;104;[024011];;
7157;simulé;;;7113;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
7158;simulé;;;7114;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
7159;simulé;;;7115;1;;ANTILLES-GUYANE;Discipline : MÉDECINE générale;;63;[041011];;
7160;simulé;;;7116;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
7161;simulé;;;7117;1;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
7162;rien;;;7118;;;;malgré 1 vœu;;;;;
7163;simulé;;;7119;1;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
7164;simulé;;;7120;1;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
7165;simulé;;;7121;1;;ANTILLES-GUYANE;Discipline : MÉDECINE générale;;63;[041011];;
7166;simulé;;;7122;1;;TOURS;Discipline : MÉDECINE générale;;93;[033011];;
7167;rien;;;7123;;;;malgré 4 vœux;;;;;
7168;simulé;;;7124;1;;POITIERS;Discipline : PSYCHIATRIE;;20;[031010];;
7169;simulé;;;7125;2;;LILLE;Spécialité médicale : Médecine physique et de réadaptation;;7;[023021];;
7170;simulé;;;7126;2;;SAINT ETIENNE;Discipline : PSYCHIATRIE;;9;[027010];;
7171;simulé;;;7127;2;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
7172;simulé;;;7128;1;;GRENOBLE;Discipline : MÉDECINE du Travail;;5;[025006];;
7173;simulé;;;7129;1;;ILE DE FRANCE;Discipline : PSYCHIATRIE;;102;[015010];;
7174;simulé;;;7130;1;;RENNES;Discipline : MÉDECINE du Travail;;10;[032006];;
7175;simulé;;;7131;1;;NANCY;Discipline : PSYCHIATRIE;;18;[018010];;
7176;simulé;;;7132;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
7177;invalidé;;;7133;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
7178;rien;;;7134;;;;car aucun vœu;;;;;
7179;simulé;;;7135;1;;AMIENS;Discipline : MÉDECINE générale;;73;[021011];;
7180;simulé;;;7136;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
7181;simulé;;;7137;2;;ANGERS;Discipline : MÉDECINE générale;;114;[028011];;
7182;simulé;;;7138;1;;TOURS;Discipline : MÉDECINE générale;;93;[033011];;
7183;simulé;;;7139;1;;BREST;Discipline : PSYCHIATRIE;;14;[029010];;
7184;simulé;;;7140;2;;DIJON;Discipline : MÉDECINE générale;;100;[017011];;
7185;simulé;;;7141;1;;OCEAN INDIEN;Discipline : BIOLOGIE médicale;;2;[042003];;
7186;simulé;;;7142;1;;NICE;Discipline : MÉDECINE générale;;85;[036011];;
7187;simulé;;;7143;1;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
7188;simulé;;;7144;3;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
7189;simulé;;;7145;1;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
7190;ESSA;;;7146;;;;pas de procédure CELINE car Etudiant du Service de Santé des Armées;;;;;
7191;simulé;;;7147;1;;CAEN;Discipline : MÉDECINE générale;;94;[022011];;
7192;simulé;;;7148;1;;REIMS;Discipline : MÉDECINE générale;;95;[019011];;
7193;simulé;;;7149;1;;ILE DE FRANCE;Discipline : SANTÉ PUBLIQUE;;16;[015007];;
7194;rien;;;7150;;;;car aucun vœu;;;;;
7195;simulé;;;7151;2;;LYON;Discipline : MÉDECINE du Travail;;7;[026006];;
7196;simulé;;;7152;2;;BREST;Discipline : MÉDECINE générale;;94;[029011];;
7197;simulé;;;7153;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
7198;simulé;;;7154;1;;BESANCON;Discipline : MÉDECINE générale;;79;[016011];;
7199;simulé;absence;;7155;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
7200;simulé;;;7156;1;;REIMS;Discipline : MÉDECINE générale;;95;[019011];;
7201;simulé;;;7157;2;;NICE;Discipline : MÉDECINE générale;;85;[036011];;
7202;simulé;;;7158;1;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
7203;rien;;;7159;;;;car aucun vœu;;;;;
7204;simulé;;CESP;7160;1;;AMIENS;Discipline : MÉDECINE générale;;6;;;
7205;simulé;;;7161;1;;NICE;Discipline : MÉDECINE générale;;85;[036011];;
7206;invalidé;;;7162;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
7207;simulé;;;7163;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
7208;simulé;;;7164;1;;BREST;Discipline : BIOLOGIE médicale;;3;[029003];;
7209;simulé;;;7165;1;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
7210;simulé;;;7166;1;;STRASBOURG;Discipline : BIOLOGIE médicale;;4;[020003];;
7211;rien;;;7167;;;;car aucun vœu;;;;;
7212;simulé;;;7168;1;;SAINT ETIENNE;Discipline : MÉDECINE générale;;84;[027011];;
7213;simulé;;;7169;1;;BREST;Discipline : MÉDECINE générale;;94;[029011];;
7214;simulé;;;7170;1;;SAINT ETIENNE;Discipline : MÉDECINE générale;;84;[027011];;
7215;simulé;;;7171;3;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
7216;invalidé;;;7172;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
7217;simulé;;;7173;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
7218;simulé;;;7174;2;;AIX MARSEILLE;Discipline : PSYCHIATRIE;;25;[034010];;
7219;simulé;;;7175;1;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
7220;simulé;;;3841;1;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
7221;invalidé;;;7176;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
7222;simulé;;;7177;1;;ANGERS;Discipline : MÉDECINE générale;;114;[028011];;
7223;simulé;;;7178;1;;BESANCON;Discipline : MÉDECINE générale;;79;[016011];;
7224;simulé;;;7179;7;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
7225;simulé;;;7180;1;;BREST;Discipline : MÉDECINE générale;;94;[029011];;
